._|_SF 18287
연결_|_NNG 30
뜨겁_|_VA 30
둘_|_NNG 30
스치_|_VV 30
겨우_|_MAG 30
보_|_NNG 30
치_|_NNG 30
구슬_|_NNG 30
형상_|_NNG 30
도둑_|_NNG 30
노파_|_NNG 30
반짝이_|_VV 29
구_|_ECE 29
빛나_|_VV 29
그중_|_NNG 29
자세히_|_MAG 29
집안_|_NNG 29
혈통_|_NNG 29
예언_|_NNG 29
다니_|_EFN 29
내버리_|_VV 29
빼_|_VV 29
내려놓_|_VV 29
교장_|_NNG 29
:_|_SP 29
확실_|_XR 29
투_|_NNG 29
차지_|_NNG 29
그르_|_VV 29
이_|_NNB 29
덧붙이_|_VV 29
널_|_NNG 29
나가_|_VXV 29
테_|_NNG 29
통_|_NNG 29
식탁_|_NNG 29
누스_|_UN 29
탑_|_NNG 29
승강기_|_NNG 29
방향_|_NNG 28
우뚝_|_MAG 28
씩_|_MAG 28
임_|_NNG 28
나서_|_VV 28
트릭_|_NNG 28
되풀이_|_NNG 28
탁_|_MAG 28
온갖_|_MDT 28
찌르_|_VV 28
그날_|_NNG 28
배낭_|_NNG 28
수많_|_VA 28
없다_|_VA 28
깨지_|_VV 28
걸치_|_VV 28
박히_|_VV 28
호수_|_NNG 28
어는_|_MDT 28
진정_|_NNG 28
도저히_|_MAG 28
ㄹ게_|_EFN 28
막_|_MAG 28
대로_|_JX 28
뽑_|_VV 28
병_|_NNG 28
예상_|_NNG 28
은데_|_ECD 28
천막_|_NNG 28
마시_|_VV 28
나아가_|_VV 28
명의_|_NNG 27
창백_|_XR 27
가느다랗_|_VA 27
일_|_NNM 27
이나_|_JC 27
무엇_|_NP 27
놀_|_VV 27
이르_|_VV 27
짝_|_NNG 27
나쁘_|_VA 27
커지_|_VV 27
순수_|_NNG 27
벗어나_|_VV 27
일보_|_NNG 27
끓_|_VV 27
의미_|_NNG 27
척하_|_VXV 27
불과_|_MAG 27
나_|_VXV 27
인상_|_NNG 27
군요_|_EFI 27
어쨌든_|_MAG 27
ㄴ단_|_ETD 27
고맙_|_VA 27
거인_|_NNG 27
유리창_|_NNG 27
동료_|_NNG 27
대_|_NNG 27
첫_|_MDT 27
조금_|_MAG 27
기숙사_|_NNG 27
네이_|_UN 27
지하실_|_NNG 27
말투_|_NNG 26
날개_|_NNG 26
대부분_|_NNG 26
다물_|_VV 26
쭉_|_MAG 26
대꾸_|_NNG 26
야_|_NNG 26
얼마_|_NNG 26
동생_|_NNG 26
구석_|_NNG 26
예전_|_NNG 26
소년_|_NNG 26
여_|_ECS 26
꿈_|_NNG 26
곧이_|_MAG 26
미처_|_MAG 26
붉_|_VA 26
터트리_|_VV 26
동의_|_NNG 26
약간_|_NNG 26
얼어붙_|_VV 26
서서_|_NNG 26
떼_|_VV 26
안_|_VV 26
반지_|_NNG 26
라쿠르_|_NNG 26
쫓아오_|_VV 26
깊이_|_MAG 26
세_|_EFA 26
확실히_|_MAG 26
끼어들_|_VV 26
살아남_|_VV 26
장면_|_NNG 26
운동장_|_NNG 26
마을_|_NNG 26
다네_|_EFN 26
귤_|_NNG 26
타오르_|_VV 25
흘리_|_VV 25
주장_|_NNG 25
조금_|_NNG 25
어리둥절_|_XR 25
결혼_|_NNG 25
진짜_|_MAG 25
가르치_|_VV 25
비추_|_VV 25
흔들리_|_VV 25
부엉이_|_NNG 25
안되_|_VA 25
언제_|_MAG 25
오랫동안_|_NNG 25
힘들_|_VA 25
열_|_NNG 25
평소_|_NNG 25
가장자리_|_NNG 25
어조_|_NNG 25
몰르_|_VV 25
공기_|_NNG 25
멋지_|_VA 25
뛰어들_|_VV 25
삼키_|_VV 25
뿜_|_VV 25
날아오_|_VV 25
홀_|_NNG 25
을_|_NNG 25
ㅂ시오_|_EFN 25
온몸_|_NNG 25
망_|_NNG 25
밀_|_VV 25
차라리_|_MAG 25
저가_|_NNG 25
회색_|_NNG 25
보물_|_NNG 25
암사슴_|_NNG 25
유리_|_NNG 24
아래층_|_NNG 24
대리석_|_NNG 24
빙글빙글_|_MAG 24
똑바로_|_MAG 24
입술_|_NNG 24
씨_|_NNG 24
단단히_|_MAG 24
두렵_|_VA 24
자기_|_NNG 24
굴_|_VV 24
식_|_NNB 24
그릏_|_VA 24
옛날_|_NNG 24
아프_|_VA 24
그렇_|_VV 24
치르_|_VV 24
나란히_|_MAG 24
책상_|_NNG 24
에_|_VV 24
결투_|_NNG 24
형제_|_NNG 24
관계_|_NNG 24
고문_|_NNG 24
양쪽_|_NNG 24
절_|_NNG 24
그리_|_MAG 24
글쎄_|_IC 24
바꾸_|_VV 24
애쓰_|_VV 24
사_|_NNG 24
미_|_XPN 24
껴안_|_VV 24
젓_|_VV 24
거미_|_NNG 24
전투_|_NNG 24
플뢰_|_UN 24
유일_|_NNG 24
고일_|_NNG 24
구_|_NNG 24
즉시_|_NNG 24
헐떡거리_|_VV 24
정확히_|_MAG 24
흩어지_|_VV 24
살인_|_NNG 24
무사_|_NNG 24
쏘아붙이_|_VV 24
농담_|_NNG 24
한때_|_NNG 24
잇_|_NNG 24
더라_|_EFN 24
더_|_NNG 24
치우_|_VV 24
냄새_|_NNG 24
만지_|_VV 24
누_|_VV 24
오래되_|_VV 24
달려오_|_VV 24
폭발_|_NNG 24
그림자_|_NNG 24
..........._|_SW 24
음식_|_NNG 24
랭_|_UN 24
-_|_SW 23
연기_|_NNG 23
장담_|_NNG 23
가능성_|_NNG 23
주의_|_NNG 23
기어_|_NNG 23
닦_|_VV 23
멍하니_|_MAG 23
무척_|_MAG 23
머_|_VA 23
신음_|_NNG 23
벌_|_NNG 23
더듬_|_VV 23
반짝거리_|_VV 23
양_|_NNG 23
관하_|_VV 23
반_|_NNG 23
반대_|_NNG 23
는가_|_EFQ 23
밝히_|_VV 23
소문_|_NNG 23
마주_|_MAG 23
싸_|_VV 23
한숨_|_NNG 23
열차_|_NNG 23
젖_|_VV 23
혼란_|_NNG 23
비틀거리_|_VV 23
사이드카_|_NNG 23
꼬마_|_NNG 23
바깥_|_NNG 23
솟아오르_|_VV 23
테_|_NNM 23
자고_|_EFQ 23
불가능_|_NNG 23
없애_|_VV 23
노_|_NNG 23
불르_|_VV 23
그림_|_NNG 23
좁_|_VA 22
자라_|_VV 22
께서_|_JKS 22
밝혀지_|_VV 22
성큼성큼_|_MAG 22
제일_|_MAG 22
유명_|_NNG 22
일제히_|_MAG 22
파이_|_NNG 22
긴장_|_NNG 22
동작_|_NNG 22
포로_|_NNG 22
맞_|_VA 22
흘러내리_|_VV 22
이라고_|_JX 22
식사_|_NNG 22
채우_|_VV 22
찾아보_|_VV 22
물어보_|_VV 22
언급_|_NNG 22
시절_|_NNG 22
돌아가시_|_VV 22
부리_|_VV 22
방어_|_NNG 22
드리_|_VV 22
다하_|_VV 22
의하_|_VV 22
털썩_|_MAG 22
순_|_NNG 22
충분히_|_MAG 22
ㅁ에도_|_ECD 22
소_|_NNG 22
서두르_|_VV 22
거리_|_VV 22
두리번거리_|_VV 22
문득_|_MAG 22
마당_|_NNG 22
함성_|_NNG 22
묶_|_VV 22
똑같이_|_MAG 22
알아채_|_VV 22
뮤_|_UN 22
리엘_|_NNM 22
버로우_|_UN 22
떨어뜨리_|_VV 22
주스_|_NNG 22
으르렁거리_|_VV 22
임무_|_NNG 22
안되_|_VV 22
.._|_SW 22
말문_|_NNG 22
다니까_|_EFN 22
가져가_|_VV 22
전부_|_NNG 22
경고_|_NNG 22
넘기_|_VV 22
제작자_|_NNG 22
말로_|_NNG 22
렉_|_NNG 22
로드_|_NNG 22
더크_|_UN 22
비치_|_VV 21
부디_|_MAG 21
기색_|_NNG 21
러_|_NNP 21
일곱_|_NR 21
작정_|_NNG 21
시키_|_VV 21
자르_|_VV 21
실수_|_NNG 21
완벽_|_NNG 21
내지르_|_VV 21
수_|_NNG 21
꺼지_|_VV 21
둘러싸_|_VV 21
취하_|_VV 21
눈치_|_NNG 21
참_|_VV 21
기쁨_|_NNG 21
응시_|_NNG 21
수가_|_NNG 21
자면_|_ECE 21
ㄴ_|_JX 21
쿵_|_MAG 21
인정_|_NNG 21
헤드_|_NNG 21
새장_|_NNG 21
펼치_|_VV 21
주저앉_|_VV 21
절대로_|_MAG 21
역주_|_NNG 21
덮_|_VV 21
기쁘_|_VA 21
닫히_|_VV 21
상자_|_NNG 21
놈_|_NNG 21
반쯤_|_NNG 21
행복_|_NNG 21
아저씨_|_NNG 21
알아듣_|_VV 21
그로_|_NNG 21
파르르_|_MAG 21
겪_|_VV 21
당황_|_NNG 21
건물_|_NNG 21
층_|_NNG 21
열심히_|_MAG 21
란다_|_EFN 21
빼앗_|_VV 21
이거_|_NP 21
두건_|_NNG 21
따라오_|_VV 21
떳_|_UN 21
온통_|_MAG 21
정_|_NNG 21
빠져나오_|_VV 21
사로잡히_|_VV 21
주저_|_NNG 21
다만_|_MAG 21
비_|_NNG 21
인도_|_NNG 21
크리스마스_|_NNG 21
부분_|_NNG 21
덜덜_|_MAG 21
레스트_|_NNG 21
2_|_NR 20
울타리_|_NNG 20
솟_|_VV 20
나뭇가지_|_NNG 20
틀림없이_|_MAG 20
크니스_|_NNG 20
강제_|_NNG 20
운_|_NNG 20
놓치_|_VV 20
마주치_|_VV 20
론_|_XSN 20
주먹_|_NNG 20
갑작스럽_|_VA 20
적_|_XSN 20
높이_|_VV 20
떠들_|_VV 20
번지_|_NNG 20
배우_|_VV 20
심각_|_XR 20
실제로_|_MAG 20
면_|_NNG 20
역사_|_NNG 20
실_|_NNG 20
달리_|_MAG 20
여행_|_NNG 20
들어서_|_VV 20
잘못_|_NNG 20
솔직히_|_MAG 20
드디어_|_MAG 20
부드럽_|_VA 20
내기_|_NNG 20
왈드_|_UN 20
대단히_|_MAG 20
색_|_NNG 20
더불_|_VV 20
다고요_|_EFN 20
며칠_|_NNG 20
기뻐하_|_VV 20
가야_|_NNG 20
시작하_|_VV 20
호주머니_|_NNG 20
괜찮_|_VV 20
셋_|_NNG 20
번갈_|_VV 20
난_|_NNG 20
헐떡이_|_VV 20
느도_|_UN 20
붕_|_MAG 20
고요_|_NNG 20
발사_|_NNG 20
뒤잇_|_VV 20
따지_|_VV 20
쫓아가_|_VV 20
응_|_UN 20
제안_|_NNG 20
그동안_|_NNG 20
척_|_NNB 20
몰드_|_NNG 20
셈_|_NNB 20
대화_|_NNG 20
부부_|_NNG 20
고양이_|_NNG 20
잽싸_|_VA 20
생일_|_NNG 20
커튼_|_NNG 20
남매_|_NNG 20
갑옷_|_NNG 20
사냥꾼_|_NNG 20
크레이브_|_UN 20
래번클_|_UN 20
가져오_|_VV 19
늦_|_VA 19
가로막_|_VV 19
뻔하_|_VXA 19
새빨갛_|_VA 19
던지_|_ECD 19
인_|_NNG 19
열_|_NR 19
살_|_NNM 19
페리_|_NNG 19
잠기_|_VV 19
쯤_|_XSN 19
금발_|_NNG 19
자세_|_NNG 19
감정_|_NNG 19
늑대_|_NNG 19
신_|_NNG 19
덩어리_|_NNG 19
벌_|_VV 19
받아들이_|_VV 19
몇몇_|_MDT 19
나중_|_NNG 19
깔리_|_VV 19
증거_|_NNG 19
몰래_|_MAG 19
저지르_|_VV 19
사건_|_NNG 19
백셧_|_UN 19
웬지_|_MAG 19
맞추_|_VV 19
고요_|_EFN 19
흥미_|_NNG 19
더럽_|_VA 19
불러내_|_VV 19
요_|_NNG 19
올라오_|_VV 19
눈썹_|_NNG 19
이_|_NR 19
태양_|_NNG 19
싸움_|_NNG 19
니야_|_NNG 19
오래전_|_NNG 19
눈부시_|_VA 19
축하_|_NNG 19
거칠_|_VA 19
란_|_JX 19
잘하_|_VV 19
팔_|_VV 19
딸_|_NNG 19
서_|_NNG 19
내려앉_|_VV 19
원래_|_NNG 19
넘_|_VV 19
느를_|_UN 19
예_|_NNG 19
적_|_NNB 19
언덕_|_NNG 19
둥둥_|_MAG 19
잡히_|_VV 19
유감_|_NNG 19
있_|_VXA 19
이끌_|_VV 19
늘어지_|_VV 19
흘끗_|_MAG 19
아기_|_NNG 19
지하_|_NNG 19
수사슴_|_NNG 19
나이젤러스_|_UN 19
모퉁이_|_NNG 19
소유_|_NNG 19
뿔_|_NNG 19
웜테일_|_UN 19
캐로_|_UN 19
10_|_NR 18
흐릿_|_MAG 18
꽤_|_MAG 18
성의_|_NNG 18
익숙_|_XR 18
한동안_|_NNG 18
어쨋든_|_MAG 18
건드리_|_VV 18
녀석_|_NNG 18
맡_|_VV 18
허둥지둥_|_MAG 18
빌리_|_VV 18
용의_|_NNG 18
진심_|_NNG 18
아내_|_NNG 18
싹_|_MAG 18
깨어나_|_VV 18
용_|_XSN 18
새로_|_MAG 18
펜_|_NNG 18
담기_|_VV 18
어르_|_VV 18
오히려_|_MAG 18
용기_|_NNG 18
처하_|_VV 18
삶_|_NNG 18
백_|_NR 18
관심_|_NNG 18
ㄹ까요_|_EFQ 18
넌_|_NNB 18
상대_|_NNG 18
안녕_|_NNG 18
린_|_UN 18
희망_|_NNG 18
슬쩍_|_MAG 18
한번_|_MAG 18
조용_|_XR 18
지가_|_NNG 18
위로_|_NNG 18
낮추_|_VV 18
더욱더_|_MAG 18
가가_|_NNG 18
콘_|_NNG 18
돌진_|_NNG 18
언니_|_NNG 18
화_|_NNG 18
튀_|_VV 18
서서히_|_MAG 18
정확_|_NNG 18
곁눈질_|_NNG 18
조사_|_NNG 18
절대_|_NNG 18
반박_|_NNG 18
흐느끼_|_VV 18
ㄴ지_|_ECS 18
금지_|_NNG 18
비들_|_NNG 18
수색_|_NNG 18
머리칼_|_NNG 18
숙녀_|_NNG 18
런_|_NNG 18
짓누르_|_VV 18
응접실_|_NNG 18
저항_|_NNG 18
바위_|_NNG 18
사슴_|_NNG 18
래번클로_|_UN 18
4_|_NR 17
대문_|_NNG 17
안쪽_|_NNG 17
기묘_|_XR 17
불안_|_NNG 17
자유_|_NNG 17
스르르_|_MAG 17
히_|_NNG 17
부활_|_NNG 17
시사_|_NNG 17
매우_|_MAG 17
이랑_|_JC 17
하면서_|_NNG 17
구르_|_VV 17
적히_|_VV 17
올려놓_|_VV 17
어떻게_|_MAG 17
장례식_|_NNG 17
일찍_|_MAG 17
벌이_|_VV 17
아무리_|_MAG 17
약속_|_NNG 17
이루_|_VV 17
제자리_|_NNG 17
간_|_NNB 17
바뀌_|_VV 17
쯤_|_NNG 17
이외_|_NNG 17
시계_|_NNG 17
도무지_|_MAG 17
아_|_XSN 17
몰_|_VV 17
으려_|_ECD 17
참_|_MAG 17
포기_|_NNG 17
굳이_|_MAG 17
나자_|_NNG 17
파도_|_NNG 17
고치_|_VV 17
해내_|_VV 17
아프_|_VV 17
진정하_|_VA 17
변명_|_NNG 17
등잔_|_NNG 17
품_|_NNG 17
어리석_|_VA 17
정적_|_NNG 17
웅크리_|_VV 17
질질_|_MAG 17
즉_|_MAG 17
시_|_VV 17
소녀_|_NNG 17
구름_|_NNG 17
개_|_NNG 17
고정_|_NNG 17
저자_|_NNG 17
광선_|_NNG 17
이놈_|_NP 17
스스로_|_NNG 17
액자_|_NNG 17
편_|_NNG 17
투스_|_NNG 17
음에도_|_ECS 17
잊어버리_|_VV 17
교회_|_NNG 17
3_|_NR 16
은신처_|_NNG 16
정체_|_NNG 16
집어넣_|_VV 16
오른쪽_|_NNG 16
저절로_|_MAG 16
불이_|_NNG 16
뒤덮이_|_VV 16
젊은이_|_NNG 16
억누르_|_VV 16
뿌옇_|_VA 16
호브_|_NNG 16
띄_|_VV 16
이의_|_NNG 16
끼치_|_VV 16
여기저기_|_NNG 16
즉시_|_MAG 16
마루_|_NNG 16
영원히_|_MAG 16
확_|_MAG 16
루시우스_|_UN 16
침_|_NNG 16
다그_|_VV 16
최대한_|_NNG 16
가방_|_NNG 16
만_|_NR 16
뒤지_|_VV 16
밝_|_VA 16
렷_|_UN 16
퀴_|_UN 16
대가_|_NNG 16
요즘_|_NNG 16
화가_|_NNG 16
자국_|_NNG 16
켄드라_|_UN 16
목격_|_NNG 16
이제야_|_MAG 16
털_|_VV 16
따뜻_|_XR 16
라도_|_NNP 16
한편_|_MAG 16
맴돌_|_VV 16
호통_|_NNG 16
모이_|_VV 16
사촌_|_NNG 16
되묻_|_VV 16
안개_|_NNG 16
차리_|_VV 16
감_|_NNG 16
제외_|_NNG 16
턱_|_NNG 16
올라타_|_VV 16
살피_|_VV 16
벗겨지_|_VV 16
대비_|_NNG 16
짜_|_VV 16
잡아당기_|_VV 16
폴리_|_NNG 16
저것_|_NP 16
용서_|_NNG 16
맞_|_XPN 16
헤치_|_VV 16
부상_|_NNG 16
오래_|_MAG 16
마라_|_NNG 16
가볍_|_VA 16
오빠_|_NNG 16
종이_|_NNG 16
시가_|_NNG 16
제발_|_MAG 16
가게_|_NNG 16
흔적_|_NNG 16
글자_|_NNG 16
방식_|_NNG 16
말씀하_|_VV 16
붓_|_VV 16
세기_|_NNG 16
돌아다니_|_VV 16
웨_|_VV 16
아가씨_|_NNG 16
여_|_NNG 16
젤_|_NNG 16
더라면_|_ECE 16
석상_|_NNG 16
법정_|_NNG 16
껍데기_|_NNG 16
지배자_|_NNG 16
성안_|_NNG 16
최고_|_NNG 15
왼쪽_|_NNG 15
줄짓_|_VV 15
그런데_|_MAG 15
저택_|_NNG 15
밧줄_|_NNG 15
찢어지_|_VV 15
발하_|_VV 15
관련_|_NNG 15
그러니까_|_MAC 15
이용_|_NNG 15
비난_|_NNG 15
푹_|_MAG 15
달_|_VV 15
내려치_|_VV 15
계집_|_NNG 15
시끄럽_|_VA 15
감사_|_NNG 15
호기심_|_NNG 15
갈라지_|_VV 15
마리_|_NNB 15
바보_|_NNG 15
잡동사니_|_NNG 15
눈알_|_NNG 15
불러일으키_|_VV 15
만_|_NNB 15
물론_|_NNG 15
승리_|_NNG 15
는_|_EPT 15
평생_|_NNG 15
세_|_VV 15
기르_|_VV 15
들이_|_VV 15
월_|_NNM 15
여러분_|_NP 15
덮치_|_VV 15
깊숙이_|_MAG 15
가죽_|_NNG 15
방문_|_NNG 15
풀리_|_VV 15
때리_|_VV 15
선반_|_NNG 15
ㅂ니까_|_EFQ 15
혼_|_NNG 15
무섭_|_VA 15
단지_|_NNG 15
정신없이_|_MAG 15
넘어가_|_VV 15
한가지_|_NNG 15
찡그리_|_VV 15
감시_|_NNG 15
ㄹ라고_|_EFQ 15
변신_|_NNG 15
찌푸리_|_VV 15
날아오르_|_VV 15
밀려오_|_VV 15
시야_|_NNG 15
뒤쫓_|_VV 15
금속_|_NNG 15
펼쳐지_|_VV 15
붙이_|_VV 15
쿡쿡_|_MAG 15
파_|_NNG 15
죄송_|_XR 15
생물_|_NNG 15
비웃_|_VV 15
끌어당기_|_VV 15
흠뻑_|_MAG 15
떨치_|_VV 15
묻히_|_VV 15
구도_|_NNG 15
내내_|_MAG 15
능_|_NNG 15
는다는_|_ETD 15
낫_|_VV 15
계시_|_VV 15
심문_|_NNG 15
실패_|_NNG 15
술_|_NNG 15
상하_|_VV 15
안해_|_NNG 15
으라_|_EFO 15
쏟_|_VV 15
감돌_|_VV 15
적어도_|_MAG 15
또한_|_MAG 15
저기_|_NP 15
은색_|_NNG 15
그러므로_|_MAC 15
카펫_|_NNG 15
푸_|_VA 15
거란_|_NNG 15
새기_|_VV 15
기운_|_NNG 15
감싸_|_VV 15
집중_|_NNG 15
햇빛_|_NNG 15
대_|_NNB 15
동굴_|_NNG 15
담요_|_NNG 15
감지_|_NNG 15
차이_|_NNG 15
소음_|_NNG 15
브렐_|_UN 15
스캐비어_|_UN 15
5_|_NR 14
더군_|_EFI 14
통과_|_NNG 14
새하얗_|_VA 14
손잡이_|_NNG 14
충동_|_NNG 14
눈빛_|_NNG 14
강렬_|_XR 14
비슷_|_XR 14
죄_|_NNG 14
충분_|_XR 14
너와_|_NNG 14
손님_|_NNG 14
이자_|_NNG 14
트렁크_|_NNG 14
달라붙_|_VV 14
가치_|_NNG 14
틀림없_|_VA 14
실리_|_VV 14
기꺼이_|_MAG 14
나라_|_NNG 14
돌보_|_VV 14
금화_|_NNG 14
뒤섞이_|_VV 14
므로_|_ECD 14
수염_|_NNG 14
데려가_|_VV 14
요구_|_NNG 14
담_|_VV 14
'_|_SS 14
있음_|_NNG 14
내용_|_NNG 14
사악_|_NNG 14
겐_|_UN 14
네요_|_EFN 14
서랍_|_NNG 14
짐_|_NNG 14
지난번_|_NNG 14
제정신_|_NNG 14
다소_|_MAG 14
ㄹ세_|_EFN 14
아가_|_NNG 14
단호_|_XR 14
새롭_|_VA 14
색깔_|_NNG 14
지시_|_NNG 14
에다_|_JC 14
사용하_|_VV 14
안심_|_NNG 14
이건_|_NNP 14
단단_|_XR 14
거세_|_VA 14
가요_|_NNG 14
닥치_|_VV 14
견디_|_VV 14
몸부림_|_NNG 14
부러지_|_VV 14
그려지_|_VV 14
건네주_|_VV 14
라고요_|_EFN 14
뺨_|_NNG 14
머물_|_VV 14
돌려주_|_VV 14
꽃_|_NNG 14
하면_|_NNP 14
볼_|_NNG 14
문자_|_NNG 14
외우_|_VV 14
시험_|_NNG 14
스스로_|_MAG 14
자체_|_NNG 14
갇히_|_VV 14
어딘가_|_UN 14
묶이_|_VV 14
이따금_|_MAG 14
방랑시_|_NNG 14
금빛_|_NNG 14
살_|_NNG 14
퉁퉁_|_MAG 14
반대편_|_NNG 14
술집_|_NNG 14
왓_|_UN 14
울부짖_|_VV 14
펑_|_MAG 14
숨소리_|_NNG 14
실망_|_NNG 14
탈출_|_NNG 14
무기_|_NNG 14
새까맣_|_VA 14
라디오_|_NNG 14
조개_|_NNG 14
플리트윅_|_UN 14
드리우_|_VV 13
아무렇_|_VA 13
또렷_|_XR 13
소름_|_NNG 13
감탄_|_NNG 13
손아귀_|_NNG 13
침착_|_NNG 13
지_|_VV 13
최근_|_NNG 13
가늘_|_VA 13
태도_|_NNG 13
웃음소리_|_NNG 13
짐승_|_NNG 13
조금씩_|_MAG 13
셀_|_NNG 13
자식_|_NNG 13
야말로_|_JX 13
모으_|_VV 13
글씨_|_NNG 13
센티미터_|_NNM 13
냄비_|_NNG 13
궁금하_|_VA 13
피아스_|_UN 13
적_|_NNG 13
인하_|_VV 13
부의_|_NNG 13
려면_|_ECE 13
멍청_|_XR 13
꼬리_|_NNG 13
밀치_|_VV 13
간절히_|_MAG 13
특별_|_NNG 13
오랜_|_MDT 13
완전_|_NNG 13
참_|_NNG 13
대단_|_XR 13
12_|_NR 13
제기_|_NNG 13
결론_|_NNG 13
세차_|_VA 13
작동_|_NNP 13
덩치_|_NNG 13
결심_|_NNG 13
노리_|_VV 13
경멸_|_NNG 13
내쉬_|_VV 13
데_|_NNG 13
지금쯤_|_NNG 13
망설이_|_VV 13
친척_|_NNG 13
데_|_MAG 13
펄쩍_|_MAG 13
따_|_VV 13
갓_|_VA 13
반응_|_NNG 13
상관_|_NNG 13
왈칵_|_MAG 13
너르_|_VA 13
발치_|_NNG 13
잃어버리_|_VV 13
초록_|_NNG 13
아름답_|_VA 13
왜소_|_XR 13
부풀_|_VV 13
으러_|_ECD 13
댁_|_NNG 13
쑥_|_MAG 13
사로잡_|_VV 13
여섯_|_NR 13
그레인_|_NNG 13
소용_|_NNG 13
카_|_NNG 13
의도_|_NNG 13
양손_|_NNG 13
빙_|_MAG 13
엎드리_|_VV 13
가르_|_VV 13
끌리_|_VV 13
추격_|_NNG 13
스탠_|_UN 13
바다_|_NNG 13
다급_|_XR 13
잔해_|_NNG 13
테드_|_UN 13
소파_|_NNG 13
현실_|_NNG 13
로군_|_EFI 13
기가_|_NNG 13
직원_|_NNG 13
맞서_|_VV 13
문지르_|_VV 13
어린아이_|_NNG 13
효과_|_NNG 13
부들부들_|_MAG 13
이란_|_JX 13
끝내_|_VV 13
고르_|_VV 13
수록_|_NNG 13
꿀꺽_|_MAG 13
아_|_JKI 13
기억나_|_VV 13
초_|_NNG 13
졋_|_UN 13
소매_|_NNG 13
고동치_|_VV 13
말리_|_VV 13
말일_|_NNG 13
넘겨주_|_VV 13
지나치_|_VV 13
동상_|_NNG 13
수면_|_NNG 13
만약_|_MAG 13
그리하여_|_MAC 13
커스_|_UN 13
묘지_|_NNG 13
지배_|_NNG 13
생명_|_NNG 13
차례_|_NNG 12
굴_|_NNG 12
말끔_|_XR 12
만족_|_NNG 12
발걸음_|_NNG 12
내뿜_|_VV 12
굳_|_VA 12
말씀드리_|_VV 12
맞히_|_VV 12
부서_|_NNG 12
그늘_|_NNG 12
남편_|_NNG 12
채_|_VV 12
굵_|_VA 12
트릭스_|_UN 12
자랑_|_NNG 12
성나_|_VV 12
채_|_NNG 12
층계참_|_NNG 12
쓰레기_|_NNG 12
수도_|_NNG 12
덕분_|_NNG 12
A_|_OL 12
후회_|_NNG 12
양피지_|_NNG 12
하루_|_NNG 12
잠들_|_VV 12
직후_|_NNG 12
연구_|_NNG 12
가하_|_VV 12
아즈카반_|_UN 12
종종_|_MAG 12
유일한_|_NNG 12
잇달_|_VV 12
태어나_|_VV 12
실제_|_NNG 12
케이크_|_NNG 12
엘_|_NNG 12
하라_|_NNP 12
다정_|_NNG 12
라니_|_EFQ 12
당연_|_XR 12
작별_|_NNG 12
이리_|_MAG 12
퍼붓_|_VV 12
불쾌_|_NNG 12
절반_|_NNG 12
무성_|_XR 12
따라가_|_VV 12
수백_|_NR 12
간단_|_XR 12
는데요_|_ECD 12
울음_|_NNG 12
걸어오_|_VV 12
파이어_|_NNG 12
내다보_|_VV 12
쏜살같이_|_MAG 12
이렇게_|_MAG 12
감옥_|_NNG 12
투성이_|_XSN 12
워_|_UN 12
가닥_|_NNG 12
어라_|_EFO 12
해하_|_VV 12
휘날리_|_VV 12
와중_|_NNG 12
겨냥_|_NNG 12
저놈_|_NP 12
캄캄하_|_VA 12
함_|_NNG 12
옆구리_|_NNG 12
군대_|_NNG 12
데려오_|_VV 12
말없이_|_MAG 12
딱딱_|_XR 12
ㄴ데_|_ECD 12
용감_|_XR 12
위스키_|_NNG 12
지지_|_VV 12
잘못_|_MAG 12
째_|_XSN 12
일종_|_NNG 12
접시_|_NNG 12
건네_|_VV 12
괴물_|_NNG 12
대기_|_NNG 12
만큼_|_JX 12
손상_|_NNG 12
불_|_VV 12
어울리_|_VV 12
금색_|_NNG 12
끝내_|_MAG 12
이봐_|_IC 12
모조리_|_MAG 12
유언장_|_NNG 12
찰칵_|_MAG 12
암호_|_NNG 12
뱃속_|_NNG 12
왕관_|_NNG 12
금방_|_MAG 12
파_|_VV 12
서둘_|_VV 12
잠시_|_NNG 12
광채_|_NNG 12
중앙_|_NNG 12
어마어마_|_XR 12
냉기_|_NNG 12
얼음_|_NNG 12
탓_|_NNG 12
가까이_|_NNG 12
창밖_|_NNG 12
발휘_|_NNG 12
레귤러스_|_UN 12
............_|_SW 12
동족_|_NNG 12
다의_|_NNG 12
침입자_|_NNG 12
권력_|_NNG 12
낫_|_VA 12
거절_|_NNG 12
보초_|_NNG 12
스프_|_NNG 12
미루_|_VV 12
레그_|_NNG 12
동물_|_NNG 12
뛰어내리_|_VV 12
방패_|_NNG 12
백은_|_NNG 12
묘비_|_NNG 12
짙_|_VA 12
흉상_|_NNG 12
표식_|_NNG 12
귀신_|_NNG 11
발밑_|_NNG 11
넓_|_VA 11
거꾸로_|_MAG 11
며_|_JC 11
그러나_|_MAC 11
지_|_XSA 11
어_|_XSN 11
해제_|_NNG 11
성공_|_NNG 11
중간_|_NNG 11
바짝_|_MAG 11
부르르_|_MAG 11
역할_|_NNG 11
땀_|_NNG 11
얼르_|_VV 11
표현_|_NNG 11
고이_|_VV 11
달아오르_|_VV 11
애원_|_NNG 11
위협_|_NNG 11
몸부림치_|_VV 11
이빨_|_NNG 11
교수_|_NNG 11
고_|_JC 11
마르_|_VV 11
으로써_|_JKM 11
구별_|_NNG 11
